,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,gaia_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,rowupdate,pl_facility
526,HD 156411,b,HD 156411 b,Radial Velocity,0,1,842.2,404.26016,0.22,,0.0007061820000000001,Msini,,,0,0,0,0,17h19m51.40s,259.964172,-48d32m57.6s,-48.54932,56.96,56.96,6.672999999999999,V (Johnson),6.5120000000000005,5900.0,1.25,2.16,2014-06-25,La Silla Observatory
527,HD 156668,b,HD 156668 b,Radial Velocity,0,1,4.6455,10.751600000000002,0.0,,1.24059e-05,Msini,,,0,0,0,1,17h17m40.49s,259.418701,+29d13m38.0s,29.227226,24.35,24.35,8.42,V (Johnson),8.107999999999999,4850.0,0.77,0.72,2019-01-31,W. M. Keck Observatory
528,HD 156846,b,HD 156846 b,Radial Velocity,0,1,359.51001,240.83584000000005,0.85,,0.010182381,Msini,,,0,0,0,0,17h20m34.31s,260.142944,-19d20m01.5s,-19.333745999999998,47.8,47.8,6.506,V (Johnson),6.358,6090.0,1.38,1.9,2018-09-06,La Silla Observatory
529,HD 158038,b,HD 158038 b,Radial Velocity,0,1,521.0,322.548,0.29,,0.0014600790000000002,Msini,,,0,0,0,0,17h25m45.43s,261.439301,+27d18m12.0s,27.303340999999996,95.12,95.12,7.64,V (Johnson),7.207000000000001,4860.0,1.3,4.5,2018-09-06,W. M. Keck Observatory
535,HD 158996,b,HD 158996 b,Radial Velocity,0,1,820.2,451.5672,0.13,,0.013360200000000001,Msini,,,0,0,0,0,17h19m37.11s,259.904633,+80d08m11.0s,80.136398,285.91,285.91,5.706,V (Johnson),5.152,4069.0,1.8,50.3,2018-04-12,Bohyunsan Optical Astronomical Observatory
536,HD 159243,b,HD 159243 b,Radial Velocity,0,2,12.62,23.65352,0.02,,0.0010783589999999999,Msini,,,0,0,0,0,17h33m21.55s,263.339783,+05d42m02.6s,5.7007330000000005,73.46,73.46,8.646,V (Johnson),8.512,6123.0,1.12,1.12,2014-05-14,Haute-Provence Observatory
537,HD 159243,c,HD 159243 c,Radial Velocity,0,2,248.4,172.02560000000003,0.075,,0.00181317,Msini,,,0,0,0,0,17h33m21.55s,263.339783,+05d42m02.6s,5.7007330000000005,73.46,73.46,8.646,V (Johnson),8.512,6123.0,1.12,1.12,2014-05-14,Haute-Provence Observatory
538,HD 159868,b,HD 159868 b,Radial Velocity,0,2,1184.1,498.87424,0.024,,0.0021166374,Msini,,,0,0,0,0,17h38m59.52s,264.748016,-43d08m43.9s,-43.145515,55.94,55.94,7.24,V (Johnson),7.046,5534.0,1.19,2.13,2018-12-06,Anglo-Australian Telescope
539,HD 159868,c,HD 159868 c,Radial Velocity,0,2,351.0,221.913024,0.184,,0.0007329024,Msini,,,0,0,0,0,17h38m59.52s,264.748016,-43d08m43.9s,-43.145515,55.94,55.94,7.24,V (Johnson),7.046,5534.0,1.19,2.13,2018-12-06,Anglo-Australian Telescope
540,HD 1605,b,HD 1605 b,Radial Velocity,0,2,577.2,320.827744,0.095,,0.0008913162000000001,Msini,,,0,0,0,0,00h20m31.52s,5.13133,+30d58m29.3s,30.974804,89.03,89.03,7.52,V (Johnson),7.257000000000001,4915.0,1.33,3.49,2018-09-27,Multiple Observatories
541,HD 1605,c,HD 1605 c,Radial Velocity,0,2,2149.0,770.6746880000001,0.099,,0.003454566,Msini,,,0,0,0,0,00h20m31.52s,5.13133,+30d58m29.3s,30.974804,89.03,89.03,7.52,V (Johnson),7.257000000000001,4915.0,1.33,3.49,2018-09-27,Multiple Observatories
546,HD 16141,b,HD 16141 b,Radial Velocity,0,1,75.523,77.41152,0.25,,0.000248118,Msini,,,0,0,0,0,02h35m19.93s,38.833034999999995,-03d33m38.2s,-3.560602,37.83,37.83,6.83,V (Johnson),6.6579999999999995,5757.0,1.11,1.48,2018-09-06,W. M. Keck Observatory
547,HD 16175,b,HD 16175 b,Radial Velocity,0,1,990.0,455.86784000000006,0.6,,0.00486693,Msini,,,0,0,0,0,02h37m01.91s,39.257961,+42d03m45.5s,42.062634,59.96,59.96,7.282,V (Johnson),7.129,5981.0,1.63,1.72,2018-09-06,Lick Observatory
548,HD 162020,b,HD 162020 b,Radial Velocity,0,1,8.4282,17.202560000000002,0.28,,0.009390312,Msini,,,0,0,0,0,17h50m38.36s,267.659821,-40d19m06.1s,-40.318348,30.85,30.85,9.1,V (Johnson),8.759,4723.0,0.42,0.75,2018-09-06,La Silla Observatory
549,HD 163607,b,HD 163607 b,Radial Velocity,0,2,75.2203,77.841584,0.7441,,0.00074778948,Msini,,,0,0,0,0,17h53m40.50s,268.418732,+56d23m31.0s,56.39195600000001,67.92,67.92,8.0,V (Johnson),7.813,5522.0,1.12,1.76,2018-12-06,W. M. Keck Observatory
550,HD 163607,c,HD 163607 c,Radial Velocity,0,2,1272.0,513.9264800000001,0.08,,0.0021004143,Msini,,,0,0,0,0,17h53m40.50s,268.418732,+56d23m31.0s,56.39195600000001,67.92,67.92,8.0,V (Johnson),7.813,5522.0,1.12,1.76,2018-12-06,W. M. Keck Observatory
552,HD 164509,b,HD 164509 b,Radial Velocity,0,1,280.17,187.07784,0.238,,0.00042275490000000005,Msini,,,0,0,0,0,18h01m31.23s,270.380127,+00d06m16.4s,0.104556,53.19,53.19,8.1,V (Johnson),7.956,5859.0,1.12,1.11,2018-09-27,W. M. Keck Observatory
555,HD 164922,b,HD 164922 b,Radial Velocity,0,3,1207.0,464.46912000000003,0.08,,0.000348290871,Msini,,,0,0,0,0,18h02m30.86s,270.628601,+26d18m46.8s,26.313002,22.0,22.02,6.99,V (Johnson),6.7860000000000005,5390.0,0.93,0.95,2020-05-21,W. M. Keck Observatory
556,HD 164922,c,HD 164922 c,Radial Velocity,0,3,75.74,73.325912,0.12,,3.9030870000000004e-05,Msini,,,0,0,0,0,18h02m30.86s,270.628601,+26d18m46.8s,26.313002,22.0,22.02,6.99,V (Johnson),6.7860000000000005,5390.0,0.93,0.95,2020-05-21,Multiple Observatories
557,HD 164922,d,HD 164922 d,Radial Velocity,0,3,12.458,22.148296,0.12,,1.2014637000000001e-05,Msini,,,0,0,0,0,18h02m30.86s,270.628601,+26d18m46.8s,26.313002,22.0,22.02,6.99,V (Johnson),6.7860000000000005,5390.0,0.93,0.95,2020-05-21,Roque de los Muchachos Observatory
558,HD 165155,b,HD 165155 b,Radial Velocity,0,1,434.5,242.98615999999998,0.2,,0.0027579270000000003,Msini,,,0,0,0,0,18h05m57.35s,271.488953,-29d55m02.1s,-29.917253000000002,63.47,63.47,9.36,V (Johnson),9.214,5426.0,1.02,0.95,2016-11-10,Multiple Observatories
559,HD 1666,b,HD 1666 b,Radial Velocity,0,1,270.0,202.13008,0.63,,0.0061361490000000005,Msini,,,0,0,0,0,00h20m52.34s,5.218084999999999,-19d55m52.4s,-19.931225,118.31,118.31,8.17,V (Johnson),8.051,6317.0,1.5,1.93,2015-04-01,Multiple Observatories
561,HD 167042,b,HD 167042 b,Radial Velocity,0,1,420.77,283.84224,0.089,,0.00162231,Msini,,,0,0,0,0,18h10m31.64s,272.63183599999996,+54d17m11.6s,54.286552,49.73,49.73,5.94,V (Johnson),5.707999999999999,4943.0,1.5,4.5,2014-05-14,Lick Observatory
562,HD 168443,b,HD 168443 b,Radial Velocity,0,2,58.11247,63.025879200000006,0.52883,,0.0073089837000000005,Msini,,,0,0,0,0,18h20m03.93s,275.016388,-09d35m44.6s,-9.595722,39.67,39.67,6.917000000000001,V (Johnson),6.732,5491.0,0.99,1.51,2014-06-25,W. M. Keck Observatory
563,HD 168443,c,HD 168443 c,Radial Velocity,0,2,1749.83,610.1102936,0.2113,,0.016407279900000002,Msini,,,0,0,0,0,18h20m03.93s,275.016388,-09d35m44.6s,-9.595722,39.67,39.67,6.917000000000001,V (Johnson),6.732,5491.0,0.99,1.51,2015-02-05,W. M. Keck Observatory
564,HD 168746,b,HD 168746 b,Radial Velocity,0,1,6.404,15.052240000000003,0.11,,0.000257661,Msini,,,0,0,0,0,18h21m49.78s,275.457428,-11d55m21.7s,-11.922684,41.62,41.62,7.946000000000001,V (Johnson),7.772,5570.0,1.07,1.09,2018-09-06,La Silla Observatory
565,HD 1690,b,HD 1690 b,Radial Velocity,0,1,533.0,292.44352000000003,0.64,,0.008388297,Msini,,,0,0,0,0,00h21m13.32s,5.305497,-08d16m52.2s,-8.281169,769.37,769.37,9.17,V (Johnson),8.749,4374.0,1.86,21.66,2018-09-06,La Silla Observatory
568,HD 170469,b,HD 170469 b,Radial Velocity,0,1,1145.0,481.6716800000001,0.11,,0.0006298380000000001,Msini,,,0,0,0,0,18h29m10.98s,277.295746,+11d41m43.8s,11.695502000000001,60.28,60.28,8.21,V (Johnson),8.05,5842.0,1.1,1.24,2018-09-06,W. M. Keck Observatory
569,HD 17092,b,HD 17092 b,Radial Velocity,0,1,359.89999,281.69192000000004,0.17,,0.009667059,Msini,,,0,0,0,0,02h46m22.11s,41.592117,+49d39m11.1s,49.653076,229.89,229.89,7.732,V (Johnson),7.34,4326.0,6.73,13.58,2018-09-06,McDonald Observatory
570,HD 171028,b,HD 171028 b,Radial Velocity,0,1,550.0,283.84224,0.59,,0.002500266,Msini,,,0,0,0,0,18h32m15.49s,278.064527,+06d56m44.7s,6.945742999999999,112.01,112.01,8.31,V (Johnson),8.102,5671.0,1.53,2.47,2018-09-06,La Silla Observatory
571,HD 171238,b,HD 171238 b,Radial Velocity,0,1,1532.0,552.63224,0.234,,0.002595696,Msini,,,0,0,0,0,18h34m43.67s,278.68197599999996,-28d04m20.3s,-28.072313,44.87,44.87,8.61,V (Johnson),8.411,5440.0,0.96,1.01,2018-09-27,La Silla Observatory
573,HD 173416,b,HD 173416 b,Radial Velocity,0,1,323.6,249.43712,0.21,,0.0025766100000000004,Msini,,,0,0,0,0,18h43m36.11s,280.90045200000003,+36d33m23.8s,36.556606,132.68,132.68,6.057,V (Johnson),5.742000000000001,4683.0,2.0,13.5,2014-07-09,Xinglong Station
574,HD 175167,b,HD 175167 b,Radial Velocity,0,1,1290.0,516.0768,0.54,,0.008560071,Msini,,,0,0,0,0,19h00m00.83s,285.003479,-69d56m39.3s,-69.944244,71.23,71.23,8.01,V (Johnson),7.824,5635.0,1.37,1.75,2018-09-06,Las Campanas Observatory
575,HD 175541,b,HD 175541 b,Radial Velocity,0,1,298.43,209.6562,0.11,,0.0005706714,Msini,,,0,0,0,0,18h55m40.88s,283.92034900000004,+04d15m55.2s,4.265325,130.08,130.08,8.02,V (Johnson),7.7589999999999995,5013.0,1.39,4.19,2018-12-06,W. M. Keck Observatory
577,HD 17674,b,HD 17674 b,Radial Velocity,0,1,623.8,305.34544,0.13,,0.000830241,Msini,,,0,0,0,0,02h51m04.28s,42.767853,+30d17m12.3s,30.286739,44.48,44.48,7.56,V (Johnson),7.401,5904.0,0.98,1.18,2017-03-02,Haute-Provence Observatory
578,HD 176986,b,HD 176986 b,Radial Velocity,0,2,6.4898,13.53841472,0.066,,1.7234658e-05,Msini,,,0,0,0,0,19h03m05.87s,285.774475,-11d02m38.1s,-11.043925999999999,27.81,27.81,8.42,V (Johnson),8.142000000000001,4931.0,0.79,0.78,2017-12-21,Multiple Observatories
579,HD 176986,c,HD 176986 c,Radial Velocity,0,2,16.8191,25.54150096,0.111,,2.7560184e-05,Msini,,,0,0,0,0,19h03m05.87s,285.774475,-11d02m38.1s,-11.043925999999999,27.81,27.81,8.42,V (Johnson),8.142000000000001,4931.0,0.79,0.78,2017-12-21,Multiple Observatories
581,HD 177830,b,HD 177830 b,Radial Velocity,0,2,410.10001,245.13647999999998,0.1,,0.001612767,Msini,,,0,0,0,0,19h05m20.77s,286.336548,+25d55m14.4s,25.92066,62.88,62.88,7.1770000000000005,V (Johnson),6.8870000000000005,4901.0,1.7,3.26,2018-09-06,W. M. Keck Observatory
582,HD 177830,c,HD 177830 c,Radial Velocity,0,2,110.9,110.46193840000001,0.3,,0.000143145,Msini,,,0,0,0,0,19h05m20.77s,286.336548,+25d55m14.4s,25.92066,62.88,62.88,7.1770000000000005,V (Johnson),6.8870000000000005,4901.0,1.7,3.26,2019-01-31,W. M. Keck Observatory
583,HD 178911 B,b,HD 178911 B b,Radial Velocity,0,1,71.484,73.11088000000001,0.11,,0.007663029,Msini,,,0,0,0,0,19h09m03.11s,287.262939,+34d35m59.5s,34.59985,41.02,41.02,7.792000000000001,V (Johnson),7.867000000000001,5588.0,1.24,1.08,2018-09-06,W. M. Keck Observatory
584,HD 179079,b,HD 179079 b,Radial Velocity,0,1,14.479,26.1048848,0.049,,7.729830000000001e-05,Msini,,,0,0,0,0,19h11m09.83s,287.790955,-02d38m18.2s,-2.638385,69.85,69.85,7.95,V (Johnson),7.775,5646.0,1.14,1.63,2018-09-27,W. M. Keck Observatory
586,HD 180053,b,HD 180053 b,Radial Velocity,0,1,213.72,181.271976,0.081,,0.0020937342,Msini,,,0,0,0,0,19h13m36.21s,288.40087900000003,+34d54m52.4s,34.914543,137.59,137.59,7.93,V (Johnson),7.702999999999999,5131.0,1.75,4.06,2018-12-06,W. M. Keck Observatory
587,HD 18015,b,HD 18015 b,Radial Velocity,0,1,2278.0,832.17384,0.148,,0.0030346740000000002,Msini,,,0,0,0,0,02h53m27.21s,43.363365,-08d50m52.9s,-8.84802,124.24,124.24,7.89,V (Johnson),7.722,5603.0,1.49,3.13,2018-12-06,W. M. Keck Observatory
588,HD 180314,b,HD 180314 b,Radial Velocity,0,1,396.03,313.94672,0.26,,0.019210059,Msini,,,0,0,0,0,19h14m50.21s,288.709198,+31d51m37.3s,31.86035,122.79,122.79,6.608,V (Johnson),6.3420000000000005,4924.0,2.2,8.13,2018-09-06,Subaru Telescope
589,HD 180617,b,HD 180617 b,Radial Velocity,0,1,105.9,72.1862424,0.16,,3.6635577e-05,Msini,,,0,0,0,0,19h16m55.25s,289.230225,+05d10m08.1s,5.168904,5.91,5.91,9.12,V (Johnson),8.097999999999999,3557.0,0.45,0.45,2019-06-13,Calar Alto Observatory
590,HD 180902,b,HD 180902 b,Radial Velocity,0,1,510.9,301.0448,0.107,,0.0016079955,Msini,,,0,0,0,0,19h19m17.71s,289.82379199999997,-23d33m29.4s,-23.558155,104.89,104.89,7.78,V (Johnson),7.521,4961.0,1.41,4.16,2018-12-06,W. M. Keck Observatory
591,HD 181234,b,HD 181234 b,Radial Velocity,0,1,7462.0575,1617.04064,0.73,,0.007987491,Msini,,,0,0,0,0,19h20m00.10s,290.000397,-09d19m25.0s,-9.323601,47.81,47.81,8.59,V (Johnson),8.369,5386.0,1.01,1.05,2019-04-11,La Silla Observatory
592,HD 181342,b,HD 181342 b,Radial Velocity,0,1,564.1,342.33094400000004,0.022,,0.0024239220000000002,Msini,,,0,0,0,0,19h21m04.23s,290.26763900000003,-23d37m10.5s,-23.619572,120.81,120.81,7.55,V (Johnson),7.284,4945.0,1.69,4.71,2018-12-06,W. M. Keck Observatory
593,HD 181433,b,HD 181433 b,Radial Velocity,0,3,9.3743,17.202560000000002,0.4,,1.9086e-05,Msini,,,0,0,0,0,19h25m09.57s,291.289856,-66d28m07.7s,-66.468796,26.9,26.9,8.4,V (Johnson),8.092,4918.0,0.63,0.79,2018-09-06,La Silla Observatory
594,HD 181433,c,HD 181433 c,Radial Velocity,0,3,962.0,378.45632,0.28,,0.000610752,Msini,,,0,0,0,0,19h25m09.57s,291.289856,-66d28m07.7s,-66.468796,26.9,26.9,8.4,V (Johnson),8.092,4918.0,0.63,0.79,2014-07-23,La Silla Observatory
595,HD 181433,d,HD 181433 d,Radial Velocity,0,3,2172.0,645.096,0.48,,0.000515322,Msini,,,0,0,0,0,19h25m09.57s,291.289856,-66d28m07.7s,-66.468796,26.9,26.9,8.4,V (Johnson),8.092,4918.0,0.63,0.79,2014-07-23,La Silla Observatory
596,HD 181720,b,HD 181720 b,Radial Velocity,0,1,956.0,397.80920000000003,0.26,,0.00038172000000000005,Msini,,,0,0,0,0,19h22m52.98s,290.72076400000003,-32d55m08.6s,-32.919056,60.31,60.31,7.849,V (Johnson),7.675,5736.0,1.03,1.5,2018-09-06,La Silla Observatory
597,HD 183263,b,HD 183263 b,Radial Velocity,0,2,626.51599,320.39768000000004,0.36,,0.0037694850000000004,Msini,,,0,0,0,0,19h28m24.57s,292.10238599999997,+08d21m29.0s,8.358054,54.28,54.28,7.861000000000001,V (Johnson),7.718,5948.0,1.31,1.23,2018-09-06,W. M. Keck Observatory
598,HD 183263,c,HD 183263 c,Radial Velocity,0,2,3070.0,935.3892,0.239,,0.0034068510000000002,Msini,,,0,0,0,0,19h28m24.57s,292.10238599999997,+08d21m29.0s,8.358054,54.28,54.28,7.861000000000001,V (Johnson),7.718,5948.0,1.31,1.23,2014-07-23,W. M. Keck Observatory
599,HD 185269,b,HD 185269 b,Radial Velocity,0,1,6.83776,16.557464,0.229,,0.000963843,Msini,,,0,0,0,0,19h37m11.74s,294.29892,+28d29m59.5s,28.499865000000003,52.07,52.07,6.67,V (Johnson),6.518,5923.0,1.3,2.0,2018-12-06,Lick Observatory
600,HD 187085,b,HD 187085 b,Radial Velocity,0,1,1019.74,451.5672,0.251,,0.0007977948000000001,Msini,,,0,0,0,0,19h49m33.97s,297.391541,-37d46m50.0s,-37.780552,45.96,45.96,7.225,V (Johnson),7.075,6117.0,1.19,1.27,2019-06-27,Anglo-Australian Telescope
603,HD 18742,b,HD 18742 b,Radial Velocity,0,1,766.0,391.35824,0.04,,0.00324462,Msini,,,0,0,0,0,03h00m10.66s,45.044407,-20d48m09.4s,-20.802603,163.37,163.37,7.81,V (Johnson),7.555,4940.0,1.36,5.13,2018-12-06,W. M. Keck Observatory
606,HD 190360,b,HD 190360 b,Radial Velocity,0,2,2915.03687,853.67704,0.31,,0.001469622,Msini,,,0,0,0,1,20h03m37.40s,300.905853,+29d53m48.5s,29.896805,16.01,16.01,5.73,V (Johnson),5.534,5552.0,0.99,1.14,2018-09-06,Haute-Provence Observatory
607,HD 190360,c,HD 190360 c,Radial Velocity,0,2,17.111,28.0401728,0.237,,5.7258e-05,Msini,,,0,0,0,1,20h03m37.40s,300.905853,+29d53m48.5s,29.896805,16.01,16.01,5.73,V (Johnson),5.534,5552.0,0.99,1.14,2014-08-21,W. M. Keck Observatory
608,HD 190647,b,HD 190647 b,Radial Velocity,0,1,1176.45,479.736392,0.224,,0.0018942855000000003,Msini,,,0,0,0,0,20h07m19.67s,301.83197,-35d32m19.1s,-35.538631,54.56,54.56,7.779,V (Johnson),7.593999999999999,5656.0,1.07,1.38,2019-06-27,La Silla Observatory
609,HD 190984,b,HD 190984 b,Radial Velocity,0,1,4885.0,1182.6760000000002,0.57,,0.0029583300000000003,Msini,,,0,0,0,0,20h11m30.72s,302.877991,-64d37m13.7s,-64.620468,148.81,148.81,8.76,V (Johnson),8.611,5988.0,0.91,1.53,2014-08-21,La Silla Observatory
611,HD 192263,b,HD 192263 b,Radial Velocity,0,1,24.3556,32.2548,0.05,,0.0005344080000000001,Msini,,,0,0,0,0,20h13m59.85s,303.49935899999997,-00d52m00.8s,-0.866877,19.65,19.65,7.79,V (Johnson),7.496,4976.0,0.66,0.74,2018-09-06,La Silla Observatory
614,HD 192699,b,HD 192699 b,Radial Velocity,0,1,340.94,228.579016,0.082,,0.0020002128,Msini,,,0,0,0,0,20h16m06.01s,304.02502400000003,+04d34m50.9s,4.580794999999999,72.01,72.01,6.44,V (Johnson),6.206,5041.0,1.38,4.41,2018-12-06,Lick Observatory
615,HD 195019,b,HD 195019 b,Radial Velocity,0,1,18.20132,30.104480000000006,0.01,,0.003798114,Msini,,,0,0,0,0,20h28m18.63s,307.07763700000004,+18d46m10.2s,18.769497,37.71,37.71,6.87,V (Johnson),6.729,5751.0,1.21,1.48,2018-09-06,Lick Observatory
616,HD 196050,b,HD 196050 b,Radial Velocity,0,1,1378.0,539.73032,0.23,,0.0030346740000000002,Msini,,,0,0,0,0,20h37m51.71s,309.465454,-60d38m04.1s,-60.634482999999996,50.75,50.75,7.5,V (Johnson),7.341,5879.0,1.31,1.42,2018-09-06,Anglo-Australian Telescope
617,HD 196067,b,HD 196067 b,Radial Velocity,0,1,3638.0,1079.46064,0.66,,0.006584670000000001,Msini,,,0,0,0,0,20h41m44.09s,310.433716,-75d21m02.9s,-75.3508,39.98,39.98,6.03,V (Johnson),6.3260000000000005,6017.0,1.29,1.73,2014-05-14,La Silla Observatory
618,HD 196885 A,b,HD 196885 A b,Radial Velocity,0,1,1333.0,509.62584000000004,0.48,,0.002462094,Msini,,,0,0,0,0,20h39m51.88s,309.966156,+11d14m58.7s,11.249649,34.2,34.2,6.398,V (Johnson),6.257000000000001,6254.0,1.28,1.31,2014-08-21,Haute-Provence Observatory
623,HD 200964,b,HD 200964 b,Radial Velocity,0,2,606.3,336.52508,0.087,,0.0015259257,Msini,,,0,0,0,0,21h06m39.84s,316.666016,+03d48m11.2s,3.803119,72.74,72.74,6.48,V (Johnson),6.232,4982.0,1.39,4.92,2018-12-06,Lick Observatory
624,HD 200964,c,HD 200964 c,Radial Velocity,0,2,852.5,421.46272,0.243,,0.0011585202,Msini,,,0,0,0,0,21h06m39.84s,316.666016,+03d48m11.2s,3.803119,72.74,72.74,6.48,V (Johnson),6.232,4982.0,1.39,4.92,2018-12-06,Lick Observatory
625,HD 202206,c,HD 202206 c,Radial Velocity,0,1,1260.0,518.22712,0.22,7.7,0.01708197,Mass,,,0,0,0,0,21h14m57.77s,318.74069199999997,-20d47m21.2s,-20.789209,46.03,46.03,8.08,V (Johnson),7.9110000000000005,5760.0,1.27,1.03,2018-05-24,La Silla Observatory
626,HD 202696,b,HD 202696 b,Radial Velocity,0,2,517.8,336.740112,0.011,90.0,0.0019047828,Mass,,,0,0,0,0,21h16m53.95s,319.224792,+27d15m29.2s,27.258121000000003,189.56,189.56,8.23,V (Johnson),7.959,5040.0,1.91,6.43,2019-01-17,W. M. Keck Observatory
627,HD 202696,c,HD 202696 c,Radial Velocity,0,2,946.6,503.60494400000005,0.028,90.0,0.0017788152000000003,Mass,,,0,0,0,0,21h16m53.95s,319.224792,+27d15m29.2s,27.258121000000003,189.56,189.56,8.23,V (Johnson),7.959,5040.0,1.91,6.43,2019-01-17,W. M. Keck Observatory
628,HD 202772 A,b,HD 202772 A b,Transit,0,1,3.308958,11.198866559999999,0.038,84.51,0.0009705231,Mass,1.545,0.343,0,0,0,0,21h18m47.901s,319.699588,-26d36m58.95s,-26.616375,147.2,162.19,,,8.227,6272.0,1.72,2.59,2019-01-31,Transiting Exoplanet Survey Satellite (TESS)
630,HD 203473,b,HD 203473 b,Radial Velocity,0,1,1552.9,587.03736,0.289,,0.00744354,Msini,,,0,0,0,0,21h22m18.87s,320.578644,+05d01m25.0s,5.0235970000000005,72.79,72.79,8.23,V (Johnson),8.077,5780.0,1.12,1.33,2018-09-27,W. M. Keck Observatory
631,HD 2039,b,HD 2039 b,Radial Velocity,0,1,1120.0,473.07040000000006,0.71,,0.0060025470000000004,Msini,,,0,0,0,0,00h24m20.28s,6.084491000000001,-56d39m00.2s,-56.650047,85.9,85.9,9.0,V (Johnson),8.86,5945.0,1.23,1.19,2018-09-06,Anglo-Australian Telescope
632,HD 204313,b,HD 204313 b,Radial Velocity,0,2,1920.09998,660.14824,0.23,,0.0033018780000000003,Msini,,,0,0,0,0,21h28m12.21s,322.050873,-21d43m34.5s,-21.726255,47.86,47.86,7.99,V (Johnson),7.832000000000001,5783.0,1.03,1.1,2018-09-06,La Silla Observatory
633,HD 204313,c,HD 204313 c,Radial Velocity,0,2,34.905,45.1352168,0.155,,5.277279e-05,Msini,,,0,0,0,0,21h28m12.21s,322.050873,-21d43m34.5s,-21.726255,47.86,47.86,7.99,V (Johnson),7.832000000000001,5783.0,1.03,1.1,2015-11-19,La Silla Observatory
634,HD 204941,b,HD 204941 b,Radial Velocity,0,1,1733.0,548.3316,0.37,,0.000219489,Msini,,,0,0,0,0,21h32m23.51s,323.097961,-20d57m26.7s,-20.957422,28.74,28.74,8.45,V (Johnson),8.191,5026.0,0.58,0.78,2018-09-06,La Silla Observatory
635,HD 205739,b,HD 205739 b,Radial Velocity,0,1,279.8,192.66867200000002,0.27,,0.0013073910000000002,Msini,,,0,0,0,0,21h38m08.41s,324.535034,-31d44m14.9s,-31.737484000000002,92.74,92.74,8.56,V (Johnson),8.42,6176.0,1.22,1.33,2014-09-25,Las Campanas Observatory
637,HD 206610,b,HD 206610 b,Radial Velocity,0,1,673.2,374.15568,0.1,,0.0019429548,Msini,,,0,0,0,0,21h43m24.90s,325.85376,-07d24m29.7s,-7.408253,147.78,147.78,8.34,V (Johnson),8.065,4842.0,1.55,6.12,2018-12-06,W. M. Keck Observatory
642,HD 20782,b,HD 20782 b,Radial Velocity,0,1,597.0643,293.49717680000003,0.95,,0.0014198075400000002,Msini,,,0,0,0,0,03h20m03.58s,50.014908,-28d51m14.7s,-28.854071,36.02,36.02,7.4,V (Johnson),7.193,5790.0,1.07,1.11,2019-02-07,Anglo-Australian Telescope
643,HD 207832,b,HD 207832 b,Radial Velocity,0,2,160.07,126.008752,0.197,,0.0005344080000000001,Msini,,,0,0,0,0,21h52m36.28s,328.151184,-26d01m35.6s,-26.02656,59.03,59.03,8.78,V (Johnson),8.612,5726.0,1.05,0.89,2018-09-27,W. M. Keck Observatory
644,HD 207832,c,HD 207832 c,Radial Velocity,0,2,1155.7,454.14758400000005,0.27,,0.000696639,Msini,,,0,0,0,0,21h52m36.28s,328.151184,-26d01m35.6s,-26.02656,59.03,59.03,8.78,V (Johnson),8.612,5726.0,1.05,0.89,2015-09-10,W. M. Keck Observatory
650,HD 208527,b,HD 208527 b,Radial Velocity,0,1,875.5,451.5672,0.08,,0.00944757,Msini,,,0,0,0,0,21h56m23.99s,329.099945,+21d14m23.5s,21.239859,314.48,314.48,6.4,V (Johnson),5.597,4035.0,1.6,51.1,2014-05-14,Bohyunsan Optical Astronomical Observatory
651,HD 20868,b,HD 20868 b,Radial Velocity,0,1,380.85001,204.28040000000001,0.75,,0.0011928750000000001,Msini,,,0,0,0,0,03h20m42.69s,50.177895,-33d43m48.4s,-33.730103,47.79,47.79,9.92,V (Johnson),9.613,4802.0,0.39,0.76,2018-09-06,La Silla Observatory
652,HD 208897,b,HD 208897 b,Radial Velocity,0,1,352.7,225.7836,0.07,,0.00133602,Msini,,,0,0,0,0,21h58m59.69s,329.748718,+19d01m13.1s,19.020301999999997,64.68,67.62,6.51,V (Johnson),6.232,4860.0,1.25,4.98,2017-09-28,Multiple Observatories
655,HD 210277,b,HD 210277 b,Radial Velocity,0,1,442.19,242.98615999999998,0.48,,0.001231047,Msini,,,0,0,0,0,22h09m29.87s,332.37445099999997,-07d32m55.2s,-7.548653999999999,21.31,21.31,6.53,V (Johnson),6.343,5538.0,1.01,1.07,2018-09-06,W. M. Keck Observatory
656,HD 210702,b,HD 210702 b,Radial Velocity,0,1,354.1,246.85673599999998,0.028,,0.0017253744000000001,Msini,,,0,0,0,0,22h11m51.33s,332.963867,+16d02m26.0s,16.04055,54.28,54.28,5.93,V (Johnson),5.664,4951.0,1.61,4.92,2018-12-06,Lick Observatory
657,HD 211810,b,HD 211810 b,Radial Velocity,0,1,1558.0,571.124992,0.68,,0.0006393810000000001,Msini,,,0,0,0,0,22h18m06.54s,334.527252,+61d08m04.0s,61.134438,64.76,64.76,8.59,V (Johnson),8.418,5652.0,1.03,1.13,2018-09-27,W. M. Keck Observatory
